category,subcategory,date purchased,date first viewed,price,email received
Shoes,Sneakers,2014-02-10,2012-08-13,59.09,0
Shirts,T-shirt,2014-02-15,2014-02-05,41.39,1
Shirts,Short-sleeve,2014-02-11,2014-02-01,29.0,0
Pants,Short,2014-02-11,2012-08-14,35.39,1
Shoes,Sneakers,2014-02-08,2014-01-29,34.72,1
Pants,Long,2014-02-13,2014-01-17,36.72,1
Shoes,Boat,2014-02-05,2014-01-09,45.09,1
Shirts,Short-sleeve,2014-02-04,2010-01-12,31.0,1
Shoes,Dress,2014-02-17,2014-02-07,47.09,1
Shoes,Dress,2014-02-16,2013-12-04,82.6,1
Shoes,Sneakers,2014-02-11,2013-11-29,51.09,1
Pants,Long,2014-02-18,2014-02-08,25.72,1
Shirts,T-shirt,2014-02-14,2014-02-04,39.0,1
Shoes,Sneakers,2014-02-11,2014-01-15,28.0,1
Pants,Short,2014-02-04,2012-08-07,81.6,1
Shirts,T-shirt,2014-02-06,2013-11-24,92.6,0
Shoes,Sneakers,2014-02-10,2012-08-13,42.39,1
Shoes,Dress,2014-02-05,2013-07-19,35.39,1
Shirts,Long-sleeve,2014-02-07,2010-01-15,24.0,0
Shirts,Short-sleeve,2014-02-11,2014-02-01,52.09,1
Pants,Long,2014-02-05,2013-07-19,25.72,1
Shirts,Short-sleeve,2014-02-10,2013-07-24,75.6,1
Pants,Short,2014-02-10,2012-08-13,38.72,1
Shirts,Short-sleeve,2014-02-12,2014-01-16,32.72,1
Shoes,Sneakers,2014-02-11,2014-02-01,92.6,0
Pants,Long,2014-02-15,2013-07-29,21.0,1
Pants,Short,2014-02-10,2014-01-31,38.0,1
Shoes,Boat,2014-02-04,2014-01-08,25.72,1
Shoes,Sneakers,2014-02-13,2013-07-27,27.0,1
Shirts,Short-sleeve,2014-02-07,2014-01-28,22.72,0
Pants,Short,2014-02-11,2012-08-14,27.72,1
Pants,Long,2014-02-11,2013-11-29,41.0,0
Pants,Long,2014-02-11,2010-01-19,33.39,1
Shoes,Dress,2014-02-13,2013-07-27,46.09,1
Pants,Short,2014-02-12,2013-07-26,47.09,1
Pants,Long,2014-02-11,2014-01-15,44.39,0
Shoes,Boat,2014-02-10,2012-08-13,44.09,1
Pants,Short,2014-02-06,2014-01-27,84.6,1
Shoes,Sneakers,2014-02-17,2014-01-21,47.39,1
Shoes,Boat,2014-02-15,2012-08-18,88.6,1
Shoes,Dress,2014-02-15,2014-02-05,29.39,1
Pants,Long,2014-02-07,2010-01-15,21.0,1
Shoes,Sneakers,2014-02-09,2013-11-27,52.09,1
Shirts,Short-sleeve,2014-02-07,2013-07-21,45.09,1
Shoes,Sneakers,2014-02-13,2014-02-03,36.72,1
Shirts,Short-sleeve,2014-02-08,2010-01-16,45.39,0
Shirts,T-shirt,2014-02-04,2010-01-12,39.72,1
Shoes,Dress,2014-02-18,2013-08-01,29.0,1
Shoes,Sneakers,2014-02-17,2014-02-07,29.72,1
Pants,Short,2014-02-06,2013-07-20,40.72,1
Pants,Short,2014-02-10,2013-11-28,78.6,1
Shoes,Dress,2014-02-07,2012-08-10,43.09,1
Shoes,Sneakers,2014-02-16,2010-01-24,23.72,1
Shoes,Dress,2014-02-17,2013-12-05,23.0,0
Shoes,Boat,2014-02-16,2010-01-24,26.72,1
Shoes,Sneakers,2014-02-09,2010-01-17,86.6,1
Shoes,Dress,2014-02-13,2013-12-01,29.72,1
Shoes,Dress,2014-02-08,2013-07-22,35.39,1
Pants,Long,2014-02-13,2013-07-27,31.39,0
Shoes,Boat,2014-02-13,2013-07-27,26.0,1
Pants,Long,2014-02-05,2014-01-26,24.72,1
Shirts,T-shirt,2014-02-14,2014-02-04,29.72,1
Shirts,T-shirt,2014-02-07,2013-07-21,33.39,1
Shoes,Dress,2014-02-07,2014-01-28,29.0,1
Shoes,Dress,2014-02-05,2010-01-13,37.72,1
Pants,Long,2014-02-13,2013-12-01,34.0,1
Shirts,Short-sleeve,2014-02-14,2010-01-22,77.6,1
Shoes,Sneakers,2014-02-15,2013-12-03,40.0,1
Shoes,Boat,2014-02-07,2010-01-15,32.72,1
Pants,Short,2014-02-15,2014-01-19,75.6,0
Shoes,Dress,2014-02-12,2014-02-02,22.0,0
Shoes,Boat,2014-02-10,2012-08-13,23.0,1
Pants,Long,2014-02-08,2013-11-26,86.6,0
Shoes,Sneakers,2014-02-04,2010-01-12,41.09,1
Shirts,Short-sleeve,2014-02-04,2010-01-12,25.72,1
Shoes,Boat,2014-02-11,2014-01-15,26.72,1
Pants,Short,2014-02-04,2013-11-22,46.39,1
Shoes,Sneakers,2014-02-05,2014-01-26,25.0,1
Pants,Long,2014-02-14,2014-02-04,89.6,0
Shoes,Sneakers,2014-02-09,2014-01-30,83.6,1
Shirts,Short-sleeve,2014-02-16,2014-02-06,27.0,0
Shoes,Dress,2014-02-10,2014-01-31,45.39,1
Shoes,Sneakers,2014-02-06,2014-01-10,77.6,1
Pants,Short,2014-02-08,2010-01-16,37.0,1
Pants,Short,2014-02-13,2013-07-27,91.6,1
Shoes,Sneakers,2014-02-08,2014-01-29,30.0,1
Pants,Long,2014-02-05,2013-07-19,40.72,0
Shoes,Boat,2014-02-15,2012-08-18,39.72,1
Shoes,Boat,2014-02-09,2014-01-13,22.0,0
Pants,Short,2014-02-18,2014-02-08,26.72,1
Shoes,Dress,2014-02-11,2014-01-15,32.0,1
Shirts,Short-sleeve,2014-02-06,2013-11-24,44.09,1
Shirts,T-shirt,2014-02-13,2014-02-03,85.6,1
Shirts,Long-sleeve,2014-02-08,2010-01-16,81.6,1
Shoes,Dress,2014-02-06,2013-07-20,39.39,1
Pants,Short,2014-02-16,2012-08-19,26.0,1
Shoes,Dress,2014-02-11,2014-02-01,40.09,0
Pants,Short,2014-02-17,2014-02-07,78.6,1
Shoes,Boat,2014-02-16,2013-07-30,43.39,1
Shoes,Boat,2014-02-10,2014-01-31,30.0,0
Shoes,Sneakers,2014-02-10,2012-08-13,42.09,1
Pants,Long,2014-02-14,2013-07-28,78.6,1
Pants,Long,2014-02-13,2012-08-16,42.39,1
Pants,Short,2014-02-14,2014-01-18,41.72,1
Pants,Short,2014-02-12,2014-01-16,26.72,1
Pants,Short,2014-02-08,2010-01-16,78.6,1
Shoes,Sneakers,2014-02-12,2013-11-30,52.09,1
Pants,Long,2014-02-13,2010-01-21,35.72,1
Shoes,Dress,2014-02-09,2012-08-12,37.0,1
Shoes,Sneakers,2014-02-09,2013-07-23,27.0,1
Shoes,Dress,2014-02-16,2012-08-19,52.09,0
Shoes,Boat,2014-02-11,2012-08-14,40.39,1
Shoes,Sneakers,2014-02-09,2014-01-30,44.09,1
Shoes,Sneakers,2014-02-10,2013-07-24,35.0,1
Shirts,Short-sleeve,2014-02-13,2014-02-03,94.6,1
Pants,Short,2014-02-14,2013-07-28,26.0,1
Shoes,Dress,2014-02-15,2013-07-29,93.6,1
Pants,Short,2014-02-13,2012-08-16,86.6,1
Pants,Long,2014-02-11,2013-11-29,48.09,1
Shirts,T-shirt,2014-02-16,2014-01-20,40.39,1
Shoes,Dress,2014-02-17,2013-07-31,42.09,1
Pants,Long,2014-02-12,2012-08-15,80.6,1
Shoes,Sneakers,2014-02-07,2012-08-10,26.0,1
Shoes,Sneakers,2014-02-11,2014-02-01,57.09,1
Shoes,Boat,2014-02-15,2013-12-03,27.72,0
Pants,Long,2014-02-13,2010-01-21,87.6,1
Shirts,T-shirt,2014-02-12,2013-11-30,77.6,1
Shoes,Dress,2014-02-13,2010-01-21,45.09,1
Shoes,Sneakers,2014-02-14,2014-02-04,91.6,1
Shirts,Long-sleeve,2014-02-05,2014-01-26,28.0,1
Shirts,T-shirt,2014-02-05,2010-01-13,27.72,0
Pants,Long,2014-02-15,2010-01-23,43.39,1
Shirts,Long-sleeve,2014-02-13,2013-12-01,92.6,1
Pants,Short,2014-02-12,2010-01-20,28.72,1
Pants,Long,2014-02-16,2014-01-20,83.6,1
Shoes,Dress,2014-02-12,2014-01-16,55.09,1
Pants,Long,2014-02-18,2013-08-01,87.6,1
Shoes,Sneakers,2014-02-14,2012-08-17,48.09,1
Shoes,Sneakers,2014-02-04,2014-01-08,41.72,1
Shoes,Boat,2014-02-12,2010-01-20,55.09,1
Shoes,Sneakers,2014-02-08,2013-07-22,40.09,0
Shoes,Boat,2014-02-11,2013-11-29,53.09,0
Shoes,Sneakers,2014-02-09,2013-07-23,32.39,1
Shoes,Sneakers,2014-02-08,2014-01-29,75.6,1
Shoes,Sneakers,2014-02-13,2013-07-27,79.6,1
Shoes,Sneakers,2014-02-06,2014-01-27,57.09,1
Pants,Short,2014-02-10,2014-01-31,24.0,0
Shoes,Boat,2014-02-13,2013-07-27,31.39,0
Shoes,Sneakers,2014-02-05,2010-01-13,23.72,1
Shirts,Short-sleeve,2014-02-10,2012-08-13,43.39,1
Pants,Short,2014-02-07,2013-07-21,88.6,1
Shoes,Sneakers,2014-02-18,2013-12-06,54.09,1
Shirts,Long-sleeve,2014-02-06,2012-08-09,43.09,0
Shoes,Boat,2014-02-18,2013-12-06,40.09,1
Pants,Short,2014-02-05,2010-01-13,30.39,1
Shoes,Dress,2014-02-08,2014-01-29,47.39,1
Shoes,Dress,2014-02-12,2014-02-02,43.39,1
Shoes,Boat,2014-02-16,2012-08-19,40.09,1
Shirts,Short-sleeve,2014-02-08,2014-01-12,82.6,1
Pants,Long,2014-02-15,2014-01-19,56.09,0
Shoes,Boat,2014-02-07,2012-08-10,39.72,1
Shirts,Short-sleeve,2014-02-08,2013-11-26,85.6,1
Shirts,Short-sleeve,2014-02-16,2010-01-24,42.72,1
Shoes,Boat,2014-02-06,2012-08-09,23.72,1
Shoes,Sneakers,2014-02-07,2013-11-25,32.0,1
Pants,Long,2014-02-18,2013-12-06,28.0,0
Shirts,T-shirt,2014-02-16,2010-01-24,85.6,1
Pants,Long,2014-02-06,2010-01-14,42.09,1
Shoes,Boat,2014-02-10,2014-01-14,56.09,1
Shirts,Long-sleeve,2014-02-05,2014-01-09,55.09,1
Pants,Long,2014-02-14,2013-07-28,24.72,0
Shoes,Sneakers,2014-02-13,2014-02-03,28.0,1
Shirts,T-shirt,2014-02-04,2014-01-25,22.72,0
Shoes,Dress,2014-02-17,2014-01-21,46.09,1
Shoes,Boat,2014-02-11,2012-08-14,52.09,1
Shirts,T-shirt,2014-02-08,2013-07-22,41.39,1
Shoes,Dress,2014-02-16,2010-01-24,44.39,0
Pants,Short,2014-02-05,2010-01-13,42.72,1
Shirts,Long-sleeve,2014-02-17,2013-12-05,27.0,1
Shirts,Short-sleeve,2014-02-11,2013-11-29,74.6,1
Shirts,Long-sleeve,2014-02-15,2013-07-29,39.39,0
Shoes,Sneakers,2014-02-13,2013-07-27,50.09,0
Shoes,Boat,2014-02-11,2014-02-01,31.39,1
Shoes,Dress,2014-02-18,2012-08-21,30.0,0
Shoes,Boat,2014-02-06,2014-01-10,32.72,1
Shirts,T-shirt,2014-02-06,2010-01-14,41.39,1
Shoes,Dress,2014-02-09,2012-08-12,28.72,1
Shoes,Sneakers,2014-02-12,2010-01-20,86.6,1
Pants,Long,2014-02-08,2010-01-16,56.09,1
Shirts,Long-sleeve,2014-02-15,2013-07-29,44.39,1
Shoes,Dress,2014-02-04,2013-11-22,40.39,1
Pants,Long,2014-02-16,2013-07-30,87.6,1
Pants,Short,2014-02-07,2013-11-25,59.09,1
Shoes,Dress,2014-02-14,2013-07-28,34.39,1
Shirts,T-shirt,2014-02-13,2010-01-21,87.6,1
Shoes,Dress,2014-02-16,2014-02-06,41.72,1
Shirts,Long-sleeve,2014-02-16,2010-01-24,30.72,1
Shoes,Boat,2014-02-15,2014-02-05,29.0,1
Shoes,Boat,2014-02-08,2010-01-16,41.72,1
Shoes,Dress,2014-02-06,2010-01-14,32.72,0
Shoes,Boat,2014-02-14,2012-08-17,39.0,1
Shirts,T-shirt,2014-02-04,2014-01-25,55.09,1
Shoes,Boat,2014-02-18,2014-01-22,35.72,1
Pants,Long,2014-02-17,2013-07-31,40.72,1
Pants,Short,2014-02-06,2014-01-10,25.0,1
Pants,Short,2014-02-15,2013-07-29,42.09,1
Shoes,Boat,2014-02-15,2013-12-03,36.39,1
Shoes,Boat,2014-02-13,2013-07-27,41.39,1
Shoes,Sneakers,2014-02-12,2010-01-20,47.39,1
Shirts,Long-sleeve,2014-02-07,2012-08-10,33.39,1
Shoes,Sneakers,2014-02-07,2012-08-10,50.09,1
Shoes,Sneakers,2014-02-04,2014-01-25,35.72,0
Pants,Long,2014-02-11,2010-01-19,44.39,0
Shoes,Boat,2014-02-06,2014-01-10,23.0,1
Shoes,Dress,2014-02-06,2012-08-09,91.6,1
Shoes,Sneakers,2014-02-05,2012-08-08,32.0,0
Shoes,Dress,2014-02-08,2014-01-12,44.39,0
Shoes,Sneakers,2014-02-10,2012-08-13,51.09,1
Pants,Long,2014-02-07,2014-01-28,40.39,1
Pants,Short,2014-02-18,2014-01-22,46.39,1
Pants,Long,2014-02-17,2010-01-25,79.6,1
Shoes,Boat,2014-02-14,2013-07-28,27.0,1
Shirts,Short-sleeve,2014-02-16,2013-12-04,85.6,1
Shirts,T-shirt,2014-02-17,2010-01-25,55.09,1
Shirts,Long-sleeve,2014-02-14,2014-01-18,56.09,1
Pants,Short,2014-02-15,2010-01-23,74.6,1
Shoes,Dress,2014-02-09,2012-08-12,25.0,1
Shoes,Dress,2014-02-18,2010-01-26,56.09,1
Shoes,Dress,2014-02-12,2010-01-20,38.0,1
Pants,Long,2014-02-06,2013-11-24,32.72,0
Shoes,Sneakers,2014-02-07,2014-01-28,41.09,0
Shirts,Short-sleeve,2014-02-16,2014-01-20,31.0,1
Pants,Long,2014-02-15,2010-01-23,42.72,1
Shoes,Dress,2014-02-09,2014-01-30,34.72,1
Shoes,Sneakers,2014-02-07,2013-11-25,82.6,0
Shirts,T-shirt,2014-02-10,2014-01-14,35.0,0
Shoes,Sneakers,2014-02-05,2014-01-26,47.09,1
Shoes,Dress,2014-02-11,2012-08-14,90.6,1
Pants,Long,2014-02-04,2013-07-18,39.0,1
Shoes,Boat,2014-02-07,2013-07-21,31.0,1
Shoes,Sneakers,2014-02-08,2014-01-29,37.39,1
Pants,Long,2014-02-12,2012-08-15,47.09,0
Pants,Long,2014-02-18,2013-08-01,27.0,1
Pants,Short,2014-02-18,2014-02-08,42.09,1
Shoes,Sneakers,2014-02-09,2010-01-17,31.39,1
Pants,Short,2014-02-04,2013-07-18,57.09,1
Shoes,Boat,2014-02-10,2013-11-28,59.09,1
Pants,Long,2014-02-16,2010-01-24,55.09,1
Shoes,Dress,2014-02-11,2013-07-25,91.6,1
Pants,Long,2014-02-07,2013-07-21,31.0,1
Shoes,Sneakers,2014-02-17,2013-12-05,77.6,0
Shoes,Boat,2014-02-12,2013-07-26,82.6,1
Pants,Long,2014-02-09,2014-01-13,27.39,1
Shirts,Long-sleeve,2014-02-07,2010-01-15,45.09,0
Shoes,Dress,2014-02-10,2010-01-18,42.09,1
Pants,Short,2014-02-09,2013-11-27,31.72,1
Shoes,Sneakers,2014-02-06,2014-01-27,22.0,1
Shoes,Dress,2014-02-11,2013-07-25,39.0,1
Shoes,Dress,2014-02-10,2013-11-28,29.72,1
Shirts,Long-sleeve,2014-02-09,2013-11-27,50.09,1
Pants,Long,2014-02-12,2012-08-15,79.6,1
Pants,Short,2014-02-07,2010-01-15,30.72,1
Shirts,Long-sleeve,2014-02-17,2012-08-20,35.72,1
Shoes,Boat,2014-02-12,2012-08-15,83.6,1
Shoes,Sneakers,2014-02-18,2012-08-21,85.6,1
Shirts,T-shirt,2014-02-15,2010-01-23,74.6,1
Pants,Short,2014-02-10,2012-08-13,88.6,1
Shirts,Short-sleeve,2014-02-14,2012-08-17,30.72,1
Pants,Long,2014-02-06,2014-01-10,47.39,1
Shoes,Dress,2014-02-06,2014-01-27,36.0,1
Shoes,Boat,2014-02-13,2012-08-16,25.72,0
Shoes,Sneakers,2014-02-07,2014-01-11,39.39,0
Shoes,Dress,2014-02-17,2012-08-20,28.72,0
Shoes,Dress,2014-02-06,2014-01-10,84.6,1
Shoes,Boat,2014-02-09,2012-08-12,31.72,1
Shoes,Sneakers,2014-02-09,2014-01-13,35.39,1
Shirts,T-shirt,2014-02-04,2013-07-18,44.39,0
Pants,Short,2014-02-11,2013-07-25,40.39,1
Shirts,T-shirt,2014-02-10,2012-08-13,40.72,1
Pants,Short,2014-02-14,2012-08-17,42.39,1
Shoes,Dress,2014-02-14,2014-02-04,46.09,1
Shoes,Sneakers,2014-02-11,2012-08-14,81.6,1
Shoes,Boat,2014-02-04,2013-07-18,41.09,1
Shirts,Long-sleeve,2014-02-13,2010-01-21,60.09,1
Pants,Long,2014-02-06,2013-07-20,42.09,0
Pants,Short,2014-02-14,2013-12-02,25.0,1
Shoes,Boat,2014-02-05,2014-01-09,31.0,1
Shoes,Boat,2014-02-18,2014-02-08,32.0,1
Shoes,Sneakers,2014-02-14,2013-07-28,84.6,1
Pants,Long,2014-02-17,2012-08-20,78.6,0
Shoes,Sneakers,2014-02-15,2010-01-23,33.0,1
Shoes,Boat,2014-02-11,2013-07-25,41.0,1
Shirts,T-shirt,2014-02-15,2014-02-05,93.6,1
Shoes,Dress,2014-02-09,2010-01-17,22.0,1
Shoes,Sneakers,2014-02-04,2014-01-25,35.0,1
Pants,Short,2014-02-06,2010-01-14,54.09,0
Shirts,T-shirt,2014-02-05,2013-07-19,29.39,1
Shoes,Sneakers,2014-02-15,2010-01-23,47.39,1
Shoes,Sneakers,2014-02-18,2013-12-06,28.72,1
Shoes,Boat,2014-02-17,2010-01-25,90.6,1
Shoes,Sneakers,2014-02-17,2014-02-07,34.0,0
Shoes,Boat,2014-02-05,2013-11-23,28.72,1
Shoes,Dress,2014-02-09,2012-08-12,48.09,1
Shoes,Sneakers,2014-02-12,2013-07-26,31.0,1
Shoes,Boat,2014-02-14,2013-12-02,45.09,1
Shoes,Boat,2014-02-06,2014-01-10,56.09,1
Pants,Short,2014-02-07,2013-11-25,79.6,1
Shoes,Dress,2014-02-17,2014-01-21,35.0,1
Shoes,Dress,2014-02-08,2014-01-12,32.39,1
Shirts,Long-sleeve,2014-02-14,2012-08-17,47.09,1
Shoes,Boat,2014-02-17,2014-02-07,27.0,1
Pants,Long,2014-02-13,2013-07-27,50.09,1
Shoes,Boat,2014-02-13,2012-08-16,37.0,1
Shoes,Boat,2014-02-10,2013-07-24,79.6,1
Shoes,Dress,2014-02-18,2012-08-21,39.39,1
Pants,Short,2014-02-12,2014-01-16,42.39,1
Shoes,Sneakers,2014-02-08,2014-01-29,38.0,1
Shoes,Sneakers,2014-02-18,2013-12-06,26.0,1
Shoes,Dress,2014-02-16,2010-01-24,90.6,0
Shoes,Sneakers,2014-02-09,2014-01-30,29.39,0
Pants,Long,2014-02-06,2013-11-24,21.0,1
Shirts,T-shirt,2014-02-18,2014-01-22,59.09,1
Shoes,Dress,2014-02-17,2012-08-20,60.09,1
Shoes,Dress,2014-02-10,2013-11-28,57.09,1
Shoes,Sneakers,2014-02-04,2012-08-07,31.72,1
Pants,Short,2014-02-15,2010-01-23,39.39,0
Pants,Long,2014-02-13,2014-02-03,49.09,1
Shoes,Sneakers,2014-02-05,2014-01-09,51.09,0
Shoes,Dress,2014-02-06,2013-07-20,40.0,0
Shoes,Dress,2014-02-10,2010-01-18,34.0,1
Shirts,T-shirt,2014-02-12,2014-02-02,28.72,1
Pants,Long,2014-02-15,2012-08-18,76.6,1
Shirts,Short-sleeve,2014-02-10,2014-01-31,34.72,0
Shoes,Boat,2014-02-04,2010-01-12,56.09,1
Pants,Short,2014-02-14,2014-01-18,42.09,1
Shoes,Sneakers,2014-02-12,2013-07-26,84.6,1
Shoes,Boat,2014-02-07,2014-01-28,47.09,0
Shoes,Dress,2014-02-17,2014-02-07,27.72,1
Shoes,Sneakers,2014-02-13,2014-02-03,28.0,1
Shoes,Boat,2014-02-15,2014-02-05,22.72,1
Pants,Long,2014-02-18,2014-02-08,87.6,1
Pants,Short,2014-02-07,2010-01-15,44.39,0
Shoes,Boat,2014-02-15,2012-08-18,34.0,1
Pants,Short,2014-02-13,2013-12-01,28.0,0
Pants,Short,2014-02-06,2013-11-24,21.0,1
Shoes,Sneakers,2014-02-18,2014-02-08,41.09,1
Shoes,Boat,2014-02-18,2014-01-22,28.39,1
Shirts,T-shirt,2014-02-15,2014-02-05,41.39,1
Pants,Long,2014-02-13,2013-07-27,40.72,1
Pants,Long,2014-02-06,2014-01-27,41.0,1
Shoes,Dress,2014-02-17,2013-12-05,58.09,1
Shirts,T-shirt,2014-02-14,2014-02-04,22.72,1
Shirts,Short-sleeve,2014-02-07,2010-01-15,34.72,1
Pants,Short,2014-02-16,2012-08-19,45.39,0
Shirts,Short-sleeve,2014-02-17,2013-07-31,32.72,1
Shoes,Boat,2014-02-18,2012-08-21,47.09,1
Shirts,Long-sleeve,2014-02-18,2013-08-01,87.6,1
Shirts,Long-sleeve,2014-02-10,2014-01-14,46.39,1
Pants,Long,2014-02-10,2013-11-28,32.0,1
Shoes,Sneakers,2014-02-15,2012-08-18,93.6,1
Shoes,Dress,2014-02-16,2014-02-06,35.72,1
Pants,Short,2014-02-10,2012-08-13,40.39,1
Pants,Long,2014-02-12,2012-08-15,26.0,1
Pants,Short,2014-02-07,2013-11-25,33.72,0
Shirts,Short-sleeve,2014-02-06,2010-01-14,87.6,1
Shoes,Boat,2014-02-04,2012-08-07,32.72,1
Shoes,Boat,2014-02-17,2012-08-20,35.0,1
Shoes,Sneakers,2014-02-17,2010-01-25,93.6,1
Shoes,Sneakers,2014-02-16,2012-08-19,29.0,1
Pants,Long,2014-02-04,2014-01-25,37.39,1
Shoes,Dress,2014-02-18,2014-02-08,60.09,0
Shoes,Sneakers,2014-02-15,2014-01-19,38.0,1
Pants,Long,2014-02-18,2013-08-01,39.39,1
Shoes,Boat,2014-02-07,2010-01-15,47.09,1
Shoes,Boat,2014-02-17,2013-07-31,25.0,0
Pants,Short,2014-02-04,2013-07-18,29.72,1
Shoes,Sneakers,2014-02-06,2014-01-10,90.6,1
Pants,Short,2014-02-05,2010-01-13,39.39,1
Shoes,Boat,2014-02-10,2014-01-31,40.0,0
Pants,Long,2014-02-17,2012-08-20,50.09,1
Shoes,Dress,2014-02-11,2014-02-01,81.6,1
Pants,Long,2014-02-18,2010-01-26,49.09,1
Shirts,Short-sleeve,2014-02-17,2014-02-07,91.6,1
Pants,Long,2014-02-16,2013-07-30,44.39,0
Pants,Short,2014-02-11,2010-01-19,42.09,1
Shoes,Boat,2014-02-13,2014-02-03,32.39,1
Shoes,Boat,2014-02-07,2014-01-11,85.6,1
Shoes,Dress,2014-02-11,2013-11-29,40.09,0
Shoes,Sneakers,2014-02-05,2014-01-26,86.6,1
Pants,Long,2014-02-11,2013-11-29,38.0,1
Shoes,Boat,2014-02-06,2014-01-10,47.09,1
Shirts,Long-sleeve,2014-02-07,2014-01-11,43.09,1
Shirts,T-shirt,2014-02-12,2013-11-30,83.6,0
Shoes,Dress,2014-02-13,2014-02-03,26.0,0
Shoes,Dress,2014-02-17,2013-12-05,40.39,1
Shoes,Dress,2014-02-12,2014-02-02,86.6,1
Shirts,T-shirt,2014-02-06,2014-01-10,94.6,1
Shoes,Sneakers,2014-02-09,2014-01-30,37.39,1
Pants,Short,2014-02-18,2010-01-26,75.6,1
Pants,Short,2014-02-14,2014-01-18,52.09,1
Pants,Short,2014-02-15,2012-08-18,32.39,1
Shirts,T-shirt,2014-02-07,2012-08-10,28.0,1
Shoes,Sneakers,2014-02-06,2012-08-09,82.6,1
Pants,Short,2014-02-16,2013-12-04,47.39,1
Pants,Short,2014-02-10,2010-01-18,44.09,1
Shoes,Dress,2014-02-11,2012-08-14,94.6,1
Pants,Long,2014-02-14,2014-02-04,38.0,0
Shirts,Short-sleeve,2014-02-13,2012-08-16,47.09,1
Shoes,Sneakers,2014-02-12,2014-02-02,83.6,1
Pants,Long,2014-02-04,2014-01-08,25.72,1
Shirts,T-shirt,2014-02-16,2010-01-24,25.0,0
Pants,Short,2014-02-17,2013-07-31,84.6,1
Shoes,Sneakers,2014-02-06,2014-01-10,41.72,1
Shoes,Boat,2014-02-10,2014-01-31,74.6,1
Pants,Short,2014-02-05,2010-01-13,89.6,0
Shoes,Dress,2014-02-04,2014-01-25,94.6,0
Pants,Long,2014-02-15,2014-02-05,81.6,1
Shoes,Sneakers,2014-02-07,2010-01-15,81.6,1
Pants,Long,2014-02-11,2013-07-25,91.6,1
Shoes,Boat,2014-02-05,2014-01-26,82.6,1
Shoes,Sneakers,2014-02-09,2013-11-27,33.39,1
Pants,Short,2014-02-15,2014-02-05,38.72,1
Pants,Long,2014-02-13,2010-01-21,48.09,1
Pants,Long,2014-02-04,2010-01-12,36.39,1
Shirts,Short-sleeve,2014-02-15,2012-08-18,29.0,0
Shoes,Dress,2014-02-06,2014-01-10,24.72,1
Shirts,Short-sleeve,2014-02-11,2013-11-29,26.72,1
Pants,Long,2014-02-11,2013-07-25,29.72,1
Pants,Short,2014-02-10,2013-07-24,79.6,1
Shoes,Boat,2014-02-08,2010-01-16,51.09,1
Pants,Short,2014-02-12,2012-08-15,28.0,1
Shoes,Boat,2014-02-15,2012-08-18,43.39,1
Shoes,Boat,2014-02-12,2010-01-20,30.72,1
Shoes,Boat,2014-02-17,2014-02-07,49.09,1
Shoes,Sneakers,2014-02-15,2013-07-29,53.09,1
Shoes,Dress,2014-02-12,2013-11-30,39.0,0
Pants,Long,2014-02-17,2012-08-20,57.09,1
Shirts,T-shirt,2014-02-18,2012-08-21,46.09,1
Pants,Long,2014-02-15,2014-02-05,26.0,0
Shoes,Boat,2014-02-10,2014-01-14,33.0,1
Shoes,Dress,2014-02-05,2010-01-13,30.39,1
Shoes,Boat,2014-02-06,2014-01-10,41.72,0
Pants,Long,2014-02-10,2014-01-31,22.0,1
Pants,Short,2014-02-11,2014-01-15,38.39,1
Pants,Short,2014-02-09,2014-01-13,48.09,0
Pants,Short,2014-02-06,2013-11-24,56.09,1
Shirts,Short-sleeve,2014-02-14,2010-01-22,26.72,1
Pants,Short,2014-02-18,2012-08-21,29.72,1
Pants,Long,2014-02-14,2013-12-02,56.09,1
Shoes,Sneakers,2014-02-08,2014-01-12,25.72,1
Shoes,Sneakers,2014-02-18,2010-01-26,32.72,1
Shirts,Long-sleeve,2014-02-18,2014-01-22,37.39,1
Shoes,Boat,2014-02-07,2013-11-25,45.09,1
Pants,Short,2014-02-08,2013-07-22,45.09,1
Shoes,Boat,2014-02-09,2014-01-30,50.09,1
Shoes,Sneakers,2014-02-06,2014-01-10,33.72,1
Shoes,Dress,2014-02-18,2010-01-26,22.0,1
Shirts,Short-sleeve,2014-02-06,2014-01-10,29.39,1
Pants,Long,2014-02-18,2013-12-06,90.6,1
Shoes,Sneakers,2014-02-07,2012-08-10,27.72,0
Shirts,Short-sleeve,2014-02-10,2010-01-18,24.72,1
Shoes,Sneakers,2014-02-04,2010-01-12,86.6,1
Pants,Short,2014-02-08,2010-01-16,37.72,1
Shoes,Boat,2014-02-08,2013-11-26,42.39,1
Shoes,Boat,2014-02-10,2010-01-18,42.72,1
Shoes,Sneakers,2014-02-04,2010-01-12,58.09,1
Shoes,Boat,2014-02-14,2013-07-28,41.0,1
Shoes,Dress,2014-02-12,2012-08-15,78.6,1
Shoes,Dress,2014-02-13,2013-12-01,91.6,1
Pants,Long,2014-02-06,2013-11-24,91.6,1
Shoes,Sneakers,2014-02-15,2014-01-19,87.6,1
Shirts,T-shirt,2014-02-11,2014-02-01,87.6,1
Pants,Short,2014-02-09,2010-01-17,33.72,1
Pants,Long,2014-02-11,2013-11-29,47.39,0
Shoes,Boat,2014-02-15,2014-01-19,41.09,0
